2303.4755859375, 14.171010017395, 26.484375
2303.6235351563, 30.784147262573, 26.484375
2302.9924316406, 56.294132232666, 26.484375
2305.8452148438, 83.384567260742, 26.478759765625
1402.1098632813, 285.79998779297, 19.5546875
1404.4216308594, 238.80229187012, 19.5546875
1400.6973876953, 230.99354553223, 19.54688835144
1359.9398193359, 206.04632568359, 19.5546875
1213.4132080078, 224.46522521973, 19.5546875
273.455078125, -157.86309814453, 1.578125
172.67640686035, -201.51020812988, 1.5703125
-2501.2749023438, 2320.0209960938, 4.984375
1941.5412597656, -2115.7565917969, 13.6953125
1936.7194824219, -2086.3364257813, 13.571936607361
1945.2835693359, -2043.2419433594, 14.055891036987
1846.4390869141, -1871.8986816406, 13.578125
1832.4709472656, -1842.6652832031, 13.578125
2351.7990722656, -1463.4211425781, 24
2348.5874023438, -1374.2340087891, 24.180192947388
2080.3312988281, -1205.5185546875, 23.935592651367
-2442.3359375, 754.7587890625, 35.171875
2205.326171875, -2508.48828125, 13.76850605011
-2671.720703125, 257.9287109375, 4.6328125
2136.4296875, -2290.13671875, 20.664632797241
-2520.8330078125, -36.458984375, 25.6171875
1923.390625, -2128.73046875, 13.578104019165
1975.5244140625, -2013.361328125, 13.546875
-2529.3408203125, -1.025390625, 25.6171875
-2323.716796875, -158.8447265625, 35.5546875
1765.7021484375, -2020.013671875, 14.140814781189
1950.662109375, -1985.2998046875, 13.546875
2403.4306640625, -1899.1259765625, 13.546875
2517.2373046875, -1957.5498046875, 16.79335975647
2461.3701171875, -1943.20703125, 16.887882232666
2483.2880859375, -1958.69921875, 13.581447601318
-2336.8671875, -166.53125, 35.5546875
2046.83984375, -1900.123046875, 13.553800582886
-1816.5380859375, 618.6845703125, 35.171875
1579.89453125, -1800.193359375, 13.24654006958
1568.623046875, -1898.0087890625, 13.560886383057
-2191.6728515625, 636.6650390625, 49.442939758301
822.326171875, -1756.5634765625, 13.654552459717
501.1884765625, -1757.45703125, 14.176206588745
353.2783203125, -2034.671875, 7.8359375
352.927734375, -2030.24609375, 7.8359375
-2767.8701171875, 788.8642578125, 52.78125
-1912.4794921875, 827.966796875, 35.234931945801
-2355.81640625, 1008.0888671875, 50.8984375
-2524.49609375, 1216.2236328125, 37.668563842773
-2491.9248046875, 2363.158203125, 10.272946357727
1048.5634765625, -1584.5595703125, 13.523545265198
1066.6240234375, -1605.919921875, 13.613391876221
1113.6767578125, -1605.8408203125, 13.647103309631
1123.29296875, -1609.0283203125, 13.60457611084
1123.662109375, -1633.3466796875, 13.669480323792
1104.9833984375, -1632.740234375, 13.605573654175
1079, -1632.494140625, 13.58229637146
1069.4130859375, -1632.072265625, 13.594591140747
1074.9169921875, -1604.5244140625, 20.494478225708
1081.3330078125, -1633.19140625, 20.4938621521
1111.6103515625, -1634.0859375, 20.561660766602
1162.0361328125, -1585.29296875, 13.546875
1162.076171875, -1602.0419921875, 13.546875
-1808.5185546875, 946.10546875, 24.890625
-1321.904296875, 2703.63671875, 50.26628112793
-1272.349609375, 2712.6669921875, 50.26628112793
-1450.51171875, 2593.8076171875, 55.8359375
-1440.2353515625, 2609.853515625, 55.8359375
-1720.9404296875, 1360.052734375, 7.1853160858154
-1509.32421875, 2609.998046875, 55.8359375
