-1868.1103515625, -1606.4243164063, 21.7578125
-1847.1220703125, -1606.0377197266, 21.7578125
-1919.6677246094, -1683.5444335938, 23.015625
-2097.5812988281, -910.910.92596435, 32.164207
-2067.0708007813, -814.337890625, 32.171875
-2079.5236816406, -772.29266357422, 32.171875
-2110.3869628906, -442.40618896484, 38.734375
-2051.5981445313, -406.60137939453, 38.734375
-2464.8583984375, 405.26541137695, 27.773574829102
-2516.3515625, 300.27478027344, 35.1171875
-2535.5803222656, 306.82559204102, 35.1171875
-2670.3723144531, 695.63079833984, 27.911575317383
-2630.337890625, 695.44152832031, 27.93648147583
-1557.7587890625, 1277.2796630859, 7.179328918457
2093.2761230469, 2503.6481933594, 11.078125
2195.6235351563, 2411.9926757813, 10.8203125
2177.234375, 2379.564453125, 10.8203125
2065.8525390625, 2251.4228515625, 9.9047155380249
1943.0096435547, 2194.9729003906, 10.8203125
1975.6091308594, 2223.2351074219, 27.1953125
1945.1198730469, 2222.6752929688, 17.3671875
2018.6016845703, 2265.6789550781, 23.9140625
2018.8977050781, 2209.9462890625, 23.9140625
2018.5140380859, 2265.1948242188, 17.3671875
1828.7113037109, 2095.962890625, 10.896136283875
1877.3946533203, 2074.6997070313, 11.0625
1651.4283447266, 2102.1684570313, 11.3125
1587.3103027344, 2078.306640625, 11.3125
1595.3834228516, 2071.2556152344, 11.3125
1480.2548828125, 2213.2065429688, 11.0234375
1345.9030761719, 2222.5935058594, 11.0234375
1296.6473388672, 2214.6591796875, 12.015625
1316.5123291016, 2215.1577148438, 12.015625
1413.6828613281, 2183.3168945313, 12.015625
1407.5142822266, 2112.4970703125, 12.015625
1396.3408203125, 2104.5427246094, 11.0234375
1480.4637451172, 2109.203125, 11.0234375
1332.3488769531, 1968.6124267578, 11.46875
1584.6076660156, 1796.7568359375, 10.8203125
1584.0445556641, 1768.6577148438, 10.8203125
1710.7716064453, 1809.4689941406, 10.8203125
1729.6882324219, 1818.6379394531, 10.8203125
1065.2038574219, 1864.7915039063, 10.8203125
1049.8090820313, 1562.1674804688, 5.8203125
1088.9547119141, 1458.4971923828, 5.8203125
1882.2404785156, 1384.9149169922, 9.2578125
2268.6125488281, 1388.96875, 42.8203125
2561.8413085938, 1561.7681884766, 10.8203125
2580.5419921875, 2333.3679199219, 17.820190429688
2447.8576660156, 2499.4665527344, 21.875
2401.12890625, 2574.8486328125, 21.875
1103.4124755859, 2328.625, 16.71875
2537.0686035156, 1343.2875976563, 10.8203125
2577.4909667969, 1298.5863037109, 10.827476501465
2867.0144042969, 1007.1520385742, 10.75
2872.4453125, 945.82855224609, 10.75
2827.2534179688, 892.17541503906, 9.8196620941162
2714.5788574219, 792.32476806641, 10.8984375
2268.9038085938, 961.36761474609, 10.8203125
2251.6892089844, -2510.6882324219, 8.2971811294556
2251.1140136719, -2551.3005371094, 8.3046875
2251.5744628906, -2582.6733398438, 8.2916107177734
2317.341796875, -2305.0317382813, 13.546875
2550.0427246094, -2220.7404785156, 13.546875
2460.8413085938, -2118.8442382813, 13.552991867065
2484.298828125, -2118.5656738281, 13.546875
2507.6921386719, -2118.68359375, 13.546875
2003.1042480469, -2249.4008789063, 13.546875
2003.0411376953, -2382.57421875, 13.546875
1685.1820068359, -2099.693359375, 13.834323883057
1751.255859375, -2055.2756347656, 13.965662002563
-545.17608642578, 2552.5114746094, 53.515625
-550.93316650391, 2599.7216796875, 53.93478012085
-551.16149902344, 2586.0148925781, 53.93478012085
-2455.2136230469, 2293.9968261719, 4.9806942939758
1228.0406494141, 182.21241760254, 20.323627471924
304.43685913086, -121.49325561523, 3.5353934764862
90.09058380127, -301.71124267578, 1.578125
2776.3916015625, -2445.9912109375, 13.63644695282
2776.302734375, -2465.4873046875, 13.636467933655
2794.921875, -2483.4482421875, 13.641567230225
2776.123046875, -2504.1513671875, 13.633953094482
2743.7646484375, -2452.8408203125, 13.86225605011
2799.1015625, -2393.4853515625, 13.95600605011
